Location	File_Name	start	end	min_freq	max_freq	certainty	call_type	species	Noise_Types	Noise_Level
Crossroad	040320_220001.wav.data	22:06:33	22:06:45	1183.0	2129.0	100	M	K-F	["Wind"]	Medium
Crossroad	040320_220001.wav.data	22:06:15	22:06:46	959.0	2577.0	100	M	Duet	["Wind"]	Medium
Crossroad	040320_224502.wav.data	22:47:26	22:47:35	1395.0	2116.0	100	M	K-Set	["Wind"]	Medium
Crossroad	040320_224502.wav.data	22:47:26	22:47:35	1395.0	2116.0	100	M	K-M	["Wind"]	Medium
Crossroad	040320_224502.wav.data	22:47:26	22:47:35	1395.0	2116.0	100	M	K-Far	["Wind"]	Medium
Crossroad	040320_230002.wav.data	23:00:54	23:01:13	1880.0	2950.0	100	M	K-Set	["Wind"]	Medium
Crossroad	040320_230002.wav.data	23:00:54	23:01:13	1880.0	2950.0	100	M	K-M	["Wind"]	Medium
Crossroad	040320_230002.wav.data	23:00:54	23:01:13	1880.0	2950.0	100	M	K-Ok	["Wind"]	Medium
Crossroad	040320_230002.wav.data	23:03:37	23:04:06	1544.0	3946.0	100	M	K-Ok	["Wind"]	Medium
Crossroad	040320_230002.wav.data	23:03:37	23:04:06	1544.0	3946.0	100	M	K-M	["Wind"]	Medium
Crossroad	040320_230002.wav.data	23:03:37	23:04:06	1544.0	3946.0	100	M	K-Set	["Wind"]	Medium
Crossroad	040320_233002.wav.data	23:41:44	23:42:12	1587.0	3950.0	100	M	K-Set	["Wind"]	Medium
Crossroad	040320_233002.wav.data	23:41:44	23:42:12	1587.0	3950.0	100	M	K-M	["Wind"]	Medium
Crossroad	040320_233002.wav.data	23:41:44	23:42:12	1587.0	3950.0	100	M	K-Ok	["Wind"]	Medium
Crossroad	040418_223002.wav.data	22:40:20	22:40:47	1034.21875	1892.953125	100	M	K-Set	["Wind"]	Medium
Crossroad	040418_223002.wav.data	22:40:20	22:40:47	1034.21875	1892.953125	100	M	K-M	["Wind"]	Medium
Crossroad	040418_223002.wav.data	22:40:20	22:40:47	1034.21875	1892.953125	100	M	K-Far	["Wind"]	Medium
Crossroad	040418_224502.wav.data	22:50:44	22:50:58	1308.0	1980.0	100	M	K-Far	["Wind"]	Medium
Crossroad	040418_224502.wav.data	22:50:44	22:50:58	1308.0	1980.0	100	M	K-M	["Wind"]	Medium
Crossroad	040418_224502.wav.data	22:50:44	22:50:58	1308.0	1980.0	100	M	K-Set	["Wind"]	Medium
Crossroad	040418_224502.wav.data	22:57:49	22:58:14	2108.0	2907.0	100	M	K-M	["Wind"]	Medium
Crossroad	040418_224502.wav.data	22:57:49	22:58:14	2108.0	2907.0	100	M	K-Set	["Wind"]	Medium
Crossroad	040418_224502.wav.data	22:57:49	22:58:14	2108.0	2907.0	100	M	K-Ok	["Wind"]	Medium
Crossroad	040418_234502.wav.data	23:55:33	23:55:59	1911.0	2954.0	100	M	K-Set	["Wind"]	High
Crossroad	040418_234502.wav.data	23:55:33	23:55:59	1911.0	2954.0	100	M	K-Ok	["Wind"]	High
Crossroad	040418_234502.wav.data	23:55:33	23:55:59	1911.0	2954.0	100	M	K-M	["Wind"]	High
Crossroad	040419_223002.wav.data	22:30:58	22:31:13	1444.0	2938.0	100	M	K-M	["Wind"]	Medium
Crossroad	040419_223002.wav.data	22:30:58	22:31:13	1444.0	2938.0	100	M	K-Ok	["Wind"]	Medium
Crossroad	040419_223002.wav.data	22:30:58	22:31:13	1444.0	2938.0	100	M	K-Set	["Wind"]	Medium
Crossroad	040419_223002.wav.data	22:34:33	22:34:39	2191.0	2701.0	100	M	K-Set	["Wind"]	Medium
Crossroad	040419_223002.wav.data	22:34:33	22:34:39	2191.0	2701.0	100	M	K-Ok	["Wind"]	Medium
Crossroad	040419_223002.wav.data	22:34:33	22:34:39	2191.0	2701.0	100	M	K-M	["Wind"]	Medium
Crossroad	040419_223002.wav.data	22:35:35	22:35:47	1581.0	2067.0	100	M	K-M	["Wind"]	Medium
Crossroad	040419_223002.wav.data	22:35:35	22:35:47	1581.0	2067.0	100	M	K-Set	["Wind"]	Medium
Crossroad	040419_223002.wav.data	22:35:35	22:35:47	1581.0	2067.0	100	M	K-Far	["Wind"]	Medium
Crossroad	040419_223002.wav.data	22:37:48	22:37:52	1494.0	2129.0	100	M	K-Set	["Wind"]	Medium
Crossroad	040419_223002.wav.data	22:37:48	22:37:52	1494.0	2129.0	100	M	K-M	["Wind"]	Medium
Crossroad	040419_223002.wav.data	22:37:48	22:37:52	1494.0	2129.0	100	M	K-Far	["Wind"]	Medium
Crossroad	040419_223002.wav.data	22:38:00	22:38:05	1992.0	2714.0	100	M	K-Far	["Wind"]	Medium
Crossroad	040419_223002.wav.data	22:38:00	22:38:05	1992.0	2714.0	100	M	K-M	["Wind"]	Medium
Crossroad	040419_223002.wav.data	22:38:00	22:38:05	1992.0	2714.0	100	M	K-Set	["Wind"]	Medium
Crossroad	040419_223002.wav.data	22:41:02	22:41:23	1220.0	2179.0	100	M	K-Set	["Wind"]	Medium
Crossroad	040419_223002.wav.data	22:41:02	22:41:23	1220.0	2179.0	100	M	K-M	["Wind"]	Medium
Crossroad	040419_223002.wav.data	22:41:02	22:41:23	1220.0	2179.0	100	M	K-Far	["Wind"]	Medium
Crossroad	040419_223002.wav.data	22:44:18	22:44:23	1457.0	2179.0	100	M	K-Set	["Wind"]	Medium
